Evasion,Adulto_Mayor,Pareja,Dependientes,Meses_Contrato,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargo_Mensual,Puntaje_Inseguro,Total_Servicios
0,0,1,0,53,0,Fiber optic,1,1,1,1,1,1,One year,0,Electronic check,110.5,0.0,7.0
1,0,0,0,14,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,3.0,3.0
0,0,1,1,35,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,4.0,1.0
1,1,0,0,15,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.2,3.0,2.0
0,1,0,0,43,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.25,3.0,3.0
0,0,1,1,72,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.5,0.0,7.0
0,1,0,0,55,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Electronic check,116.5,0.0,7.0
0,1,1,0,66,1,DSL,0,1,1,0,1,0,One year,1,Bank transfer (automatic),70.85,2.0,4.0
1,1,0,0,23,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.75,3.0,4.0
0,0,1,0,40,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.6,3.0,2.0
1,0,1,0,42,1,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Electronic check,99.45,1.0,5.0
1,1,0,0,15,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),75.3,3.0,2.0
0,0,0,0,22,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,4.0,1.0
0,1,1,0,56,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),76.85,3.0,2.0
0,1,0,0,72,1,Fiber optic,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),107.4,0.0,6.0
0,0,1,1,62,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.25,4.0,1.0
0,1,1,0,71,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.05,0.0,7.0
0,0,1,1,39,0,DSL,0,0,1,0,1,0,Month-to-month,1,Mailed check,59.85,3.0,3.0
0,0,1,0,50,1,Fiber optic,1,0,1,0,1,1,One year,1,Electronic check,103.95,2.0,5.0
0,0,0,0,55,1,Fiber optic,1,0,1,0,0,0,One year,1,Credit card (automatic),84.25,2.0,3.0
1,0,1,0,40,No phone service,DSL,1,1,1,0,0,0,One year,1,Electronic check,42.35,1.0,3.0
0,0,0,0,6,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.25,2.0,4.0
0,0,1,1,72,0,DSL,1,1,1,0,0,1,Two year,0,Credit card (automatic),68.75,1.0,5.0
0,0,1,0,69,No phone service,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),60.25,1.0,5.0
0,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,71.1,4.0,1.0
0,1,1,0,63,1,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),108.5,1.0,6.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,71.35,4.0,1.0
0,0,0,0,66,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.45,4.0,1.0
0,0,1,1,63,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,4.0,1.0
0,0,1,1,12,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.15,4.0,1.0
0,0,1,0,62,No phone service,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),38.6,1.0,3.0
0,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,4.0,1.0
0,0,1,1,10,0,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.2,3.0,3.0
0,1,0,0,49,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),81.35,0.0,6.0
0,0,0,1,22,No phone service,DSL,0,0,1,0,1,1,One year,1,Credit card (automatic),49.45,3.0,3.0
0,0,1,1,62,0,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),54.75,2.0,3.0
1,1,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.55,4.0,1.0
1,0,1,0,6,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,4.0,1.0
0,1,0,0,54,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,90.05,3.0,3.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.65,4.0,2.0
1,1,0,0,9,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.45,4.0,2.0
0,1,0,1,33,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,2.0,5.0
0,0,0,0,64,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),86.55,1.0,6.0
1,1,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,4.0,1.0
1,1,0,0,27,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.25,4.0,2.0
1,0,0,0,16,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,94.25,3.0,4.0
0,0,0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,49.85,3.0,2.0
0,1,0,0,65,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),99.1,2.0,5.0
0,1,0,0,71,1,Fiber optic,1,1,0,1,1,0,One year,1,Credit card (automatic),99.65,1.0,5.0
1,0,0,0,10,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.75,4.0,1.0
1,0,0,0,13,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.1,4.0,1.0
0,0,1,1,24,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),21.1,4.0,1.0
0,0,1,1,67,No phone service,DSL,1,0,0,1,0,0,Two year,0,Credit card (automatic),35.7,2.0,2.0
0,0,0,0,14,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,31.1,3.0,1.0
0,1,1,0,24,No phone service,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,34.25,2.0,2.0
0,0,0,0,70,1,Fiber optic,1,1,1,0,1,1,Two year,1,Mailed check,111.15,1.0,6.0
1,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,4.0,1.0
0,1,1,0,9,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.85,4.0,1.0
0,0,0,0,10,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,4.0,1.0
1,0,1,0,65,1,Fiber optic,1,1,1,0,0,0,One year,0,Electronic check,89.75,1.0,4.0
1,1,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.1,4.0,1.0
0,0,0,0,30,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),79.3,2.0,5.0
0,0,0,1,13,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.0,4.0,1.0
1,0,0,0,4,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,4.0,1.0
0,0,0,0,11,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,4.0,1.0
0,0,1,0,62,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,113.95,0.0,7.0
1,0,0,0,2,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.2,4.0,2.0
0,0,0,0,9,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.05,3.0,4.0
0,1,0,0,71,1,Fiber optic,0,0,1,0,1,1,Two year,0,Bank transfer (automatic),104.05,3.0,4.0
0,0,1,0,58,1,Fiber optic,0,0,1,0,1,1,One year,0,Credit card (automatic),100.35,3.0,4.0
0,0,0,0,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,4.0,1.0
0,0,0,0,10,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.25,4.0,1.0
0,0,0,0,19,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,56.2,4.0,2.0
0,0,1,1,59,0,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),76.75,1.0,6.0
0,0,0,0,54,0,DSL,1,1,0,1,1,0,Month-to-month,1,Mailed check,69.9,1.0,5.0
1,1,0,0,4,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,4.0,3.0
0,0,1,0,42,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,25.25,4.0,1.0
0,0,1,1,48,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),111.8,0.0,7.0
0,0,0,1,43,0,DSL,1,1,0,0,0,1,Month-to-month,1,Electronic check,63.95,2.0,4.0
0,0,1,1,68,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.85,0.0,7.0
0,0,0,0,12,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.8,3.0,2.0
0,0,1,0,38,No phone service,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),60.0,1.0,5.0
0,1,1,0,14,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,4.0,1.0
0,0,1,0,72,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),106.3,2.0,5.0
0,0,1,1,11,No phone service,DSL,1,0,0,0,1,1,Month-to-month,0,Electronic check,50.55,3.0,3.0
0,0,0,0,17,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,56.1,2.0,3.0
0,0,0,0,10,No phone service,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),40.7,1.0,3.0
1,0,0,0,4,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),72.2,4.0,1.0
1,1,1,0,39,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.65,2.0,5.0
1,1,0,0,23,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,2.0,5.0
0,0,1,1,9,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,101.5,2.0,5.0
0,0,1,1,4,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.55,4.0,1.0
0,0,1,1,36,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Credit card (automatic),104.5,2.0,5.0
0,0,0,0,6,No phone service,DSL,0,0,0,1,1,1,One year,1,Mailed check,49.25,3.0,3.0
0,0,1,0,72,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),84.9,1.0,6.0
1,0,0,0,7,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,79.65,3.0,2.0
0,0,1,1,56,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.05,4.0,1.0
0,0,0,0,6,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Mailed check,85.95,3.0,3.0
0,1,0,0,49,1,Fiber optic,1,1,1,1,0,1,One year,0,Bank transfer (automatic),103.0,0.0,6.0
0,0,0,0,15,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,4.0,1.0
0,0,1,1,23,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,4.0,1.0
0,0,0,0,54,0,DSL,1,0,1,1,1,1,Two year,0,Electronic check,80.6,1.0,6.0
0,0,1,0,71,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),81.85,1.0,6.0
0,0,0,0,34,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.8,3.0,2.0
0,0,1,1,42,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,22.95,4.0,1.0
0,0,1,1,8,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,4.0,1.0
0,0,0,0,39,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.15,4.0,1.0
1,0,0,0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,4.0,3.0
0,0,0,0,2,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,4.0,1.0
0,1,0,0,50,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,106.8,2.0,5.0
0,0,1,0,72,1,Fiber optic,0,1,0,0,1,1,Two year,1,Credit card (automatic),97.7,3.0,4.0
1,0,1,0,24,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.4,4.0,1.0
0,0,0,0,11,No phone service,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,35.65,2.0,2.0
0,0,0,0,7,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,66.85,4.0,3.0
0,0,0,0,7,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.1,4.0,3.0
0,0,1,1,59,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,4.0,1.0
0,0,1,1,66,No phone service,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),56.75,2.0,4.0
0,0,1,1,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.75,4.0,1.0
0,1,1,0,33,0,Fiber optic,1,1,0,1,0,1,One year,1,Electronic check,93.55,1.0,5.0
1,1,1,0,66,1,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),80.55,2.0,5.0
0,0,0,0,3,No phone service,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,30.4,3.0,1.0
1,0,0,0,11,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),97.85,3.0,4.0
0,1,1,0,69,No phone service,DSL,1,1,0,0,1,1,Two year,0,Credit card (automatic),56.55,2.0,4.0
0,0,1,1,24,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,4.0,1.0
0,0,0,0,31,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.9,4.0,1.0
0,0,1,0,70,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),94.8,0.0,7.0
1,0,0,0,46,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,93.7,2.0,4.0
0,0,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.55,4.0,1.0
0,0,1,1,68,No phone service,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),60.3,1.0,5.0
1,0,0,0,28,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.95,3.0,3.0
1,0,0,0,12,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),50.25,3.0,2.0
1,0,0,0,2,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.75,4.0,2.0
0,0,1,1,62,0,DSL,1,0,1,1,0,1,One year,0,Credit card (automatic),71.4,1.0,5.0
1,0,1,0,6,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,4.0,1.0
0,0,1,0,4,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,4.0,1.0
0,0,0,0,53,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Electronic check,90.8,1.0,4.0
0,1,0,0,32,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.95,4.0,3.0
0,0,0,0,41,No phone service,DSL,0,0,1,0,1,1,One year,1,Electronic check,51.35,3.0,3.0
0,0,0,0,52,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,4.0,1.0
0,0,1,1,24,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,4.0,1.0
0,0,1,1,72,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),93.25,0.0,7.0
0,0,1,1,14,1,DSL,0,1,0,1,1,1,Month-to-month,0,Credit card (automatic),80.45,2.0,5.0
1,0,0,0,67,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),118.35,0.0,7.0
0,0,1,0,21,0,DSL,1,0,1,1,1,1,One year,0,Mailed check,80.9,1.0,6.0
0,0,1,0,71,1,DSL,1,0,1,1,1,1,Two year,0,Electronic check,83.2,1.0,6.0
0,0,1,1,25,1,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,60.35,4.0,2.0
0,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,4.0,1.0
0,0,0,0,23,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.3,4.0,1.0
0,1,1,1,72,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),64.8,0.0,6.0
0,0,1,1,12,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.2,3.0,2.0
1,0,0,0,22,No phone service,DSL,0,1,1,0,0,1,One year,1,Bank transfer (automatic),43.75,2.0,3.0
0,0,1,0,70,1,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),77.3,1.0,5.0
0,0,1,1,72,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.55,0.0,7.0
0,0,1,0,70,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.0,4.0,1.0
0,0,0,0,16,No phone service,DSL,1,1,1,1,1,0,Two year,0,Mailed check,54.85,0.0,5.0
0,0,1,0,22,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),80.0,4.0,2.0
0,0,1,1,5,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Mailed check,90.35,2.0,4.0
0,0,1,1,69,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),108.75,1.0,6.0
0,0,1,1,42,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,4.0,1.0
0,0,1,1,42,0,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,100.4,2.0,5.0
0,0,0,0,5,0,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,55.75,2.0,3.0
0,0,1,0,72,1,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),86.4,1.0,6.0
0,0,0,1,39,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,4.0,1.0
0,0,0,0,21,0,DSL,1,0,1,1,0,0,One year,1,Electronic check,60.25,1.0,4.0
0,0,1,0,35,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,61.0,1.0,4.0
0,0,1,1,35,1,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),69.15,0.0,5.0
0,1,0,0,12,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.3,4.0,1.0
0,0,0,0,27,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,56.7,2.0,3.0
0,0,1,1,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.0,4.0,1.0
0,0,1,0,58,No phone service,DSL,1,1,0,0,1,0,One year,1,Electronic check,45.35,2.0,3.0
1,1,0,0,10,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.25,4.0,2.0
0,0,1,0,64,1,Fiber optic,1,1,1,0,0,0,One year,0,Bank transfer (automatic),89.45,1.0,4.0
0,0,1,1,71,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,4.0,1.0
0,0,0,0,10,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.2,3.0,2.0
1,0,0,0,4,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.3,4.0,1.0
0,0,0,0,71,1,Fiber optic,0,1,0,0,0,0,One year,1,Credit card (automatic),79.05,3.0,2.0
0,0,1,1,66,0,DSL,1,0,0,0,1,0,Two year,1,Electronic check,59.75,3.0,3.0
0,0,0,0,69,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,4.0,1.0
0,0,0,0,43,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,4.0,1.0
0,0,1,0,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,4.0,1.0
0,0,0,0,61,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,4.0,1.0
0,0,0,0,7,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.65,4.0,1.0
0,0,1,0,70,No phone service,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),39.15,1.0,3.0
0,1,0,0,5,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,84.7,3.0,3.0
1,1,0,0,16,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.4,4.0,3.0
0,0,0,0,17,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.1,4.0,1.0
0,0,1,1,51,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,4.0,1.0
0,1,0,0,5,0,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),59.9,1.0,4.0
1,0,1,0,14,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),64.7,3.0,3.0
1,1,0,0,3,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77.0,4.0,1.0
0,0,1,1,64,1,DSL,0,1,0,0,0,0,One year,1,Bank transfer (automatic),53.85,3.0,2.0
0,0,1,1,7,No phone service,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.65,2.0,2.0
1,0,0,0,1,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.2,4.0,0.0
0,1,1,0,60,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,0.0,7.0
0,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,4.0,1.0
1,1,0,0,2,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.45,4.0,0.0
0,0,0,0,20,1,DSL,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),68.9,2.0,4.0
0,0,1,0,72,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.55,0.0,7.0
0,0,1,1,72,1,Fiber optic,1,1,1,1,0,1,Two year,0,Credit card (automatic),107.45,0.0,6.0
0,0,0,0,4,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,2.0,4.0
0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,4.0,1.0
1,0,1,0,33,0,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,103.75,1.0,6.0
0,0,1,0,56,1,Fiber optic,1,1,1,0,0,0,One year,1,Electronic check,93.15,1.0,4.0
0,0,0,0,9,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.5,4.0,1.0
0,0,0,0,12,0,Fiber optic,0,0,1,0,1,1,One year,0,Electronic check,95.7,3.0,4.0
1,1,0,0,51,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,97.8,3.0,4.0
0,0,1,1,33,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,4.0,1.0
1,0,0,0,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.45,3.0,2.0
0,0,1,0,70,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,4.0,1.0
0,0,0,0,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,47.95,3.0,2.0
1,1,1,0,32,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.2,4.0,3.0
0,0,0,0,39,No phone service,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),41.15,1.0,3.0
0,0,1,1,45,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,4.0,1.0
1,0,0,0,19,0,DSL,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),55.0,2.0,3.0
0,0,0,0,30,0,Fiber optic,0,0,0,1,1,1,One year,1,Bank transfer (automatic),94.4,3.0,4.0
0,0,0,0,7,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,4.0,1.0
0,0,1,1,59,1,DSL,1,0,1,1,1,0,Two year,1,Mailed check,76.45,1.0,5.0
1,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,4.0,1.0
0,1,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.6,4.0,1.0
0,0,1,0,72,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.45,1.0,6.0
0,0,1,1,67,1,DSL,1,0,0,0,1,1,Two year,1,Electronic check,75.5,3.0,4.0
0,0,1,0,47,0,DSL,0,1,1,0,1,1,Two year,0,Electronic check,73.6,2.0,5.0
0,0,0,0,4,0,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,61.3,3.0,3.0
0,0,0,0,24,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.15,2.0,5.0
0,0,0,0,9,No phone service,DSL,1,0,1,1,0,1,One year,0,Mailed check,50.8,1.0,4.0
0,0,1,1,7,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,4.0,1.0
0,0,0,0,65,No phone service,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),59.95,1.0,5.0
0,0,0,0,14,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.05,4.0,1.0
0,0,1,0,35,No phone service,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),53.15,2.0,4.0
0,0,0,1,26,No phone service,DSL,0,1,0,0,1,0,One year,1,Bank transfer (automatic),39.95,3.0,2.0
